FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,nom_fs,etab_adr,ouverture_jour,annee,etablissement_type,secteur,ministere_tutelle,services_proposes,geometry
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_576b,Kara,Kozah,Kozah 4,Atchangbadè,Kozah,USP Bebeda,Nsp,"{Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1978,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de sante destines aux adolescents,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.0873718088701372 9.415410558078918)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_576c,Plateaux,Wawa,Wawa 3,Okou,Wawa,USP Bena Plateau,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",1993,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d urgence,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Soins obstetricaux neonatals d urgence de base,Traitement antiretroviral (VIH-SIDA)}",POINT (0.9112217930287501 7.54230866416113)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_576d,Plateaux,Wawa,Wawa 3,Zogbégan,Wawa,USP Benali,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1987,USP 1,Public,MSHPAUS,"{Chirurgie generale,Diagnostic ou demande d examen de crachats,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d urgence,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (0.7269541312554411 7.577615776846097)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_576e,Savanes,Tône,Tône 1,Bidjenga,Tone/bidjenga,USP Bidjenga,Nsp,Lundi,1996,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,autre}",POINT (0.2732233333333337 10.713016666666665)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_576f,Kara,Binah,Binah 1,Boufalé,Pagouda,USP Binah-Noh,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2009,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Service de reeducation fonctionnelle,Service d urgence,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.3504372125580728 9.81926865957721)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5770,Kara,Bassar,Bassar 1,Bassar,Bassar,USP Binaparba,S/C BP 62,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (0.7659514223124927 9.232895333356176)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5771,Kara,Bassar,Bassar 2,Bitchabe,Bassar,USP Bitchabe,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mardi,Lundi,Mercredi}",1978,USP 1,Public,Nsp,{Traitement},POINT (0.5831087886976427 9.322666591564342)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5772,Plateaux,Kloto,Kloto 2,Kpimé,Kloto,USP Blifou,Nsp,"{Mercredi,Lundi,Jeudi,Vendredi,Samedi,Dimanche}",2004,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Prevention de la transmission mere-enfant VIH,Services de planification familiale,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Traitement antiretroviral (VIH-SIDA)}",POINT (0.6182301750802777 7.025152906845616)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5773,Centrale,Blitta,Blitta 1,Blitta-Village,Prefecture de blitta,USP Blitta Village,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1998,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Traitement antiretroviral (VIH-SIDA)}",POINT (1.0126714251690268 8.347386667151179)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5774,Maritime,Zio,Zio 1,Dalavé,Zio/dalave,USP Dalave,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1987,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.2516424052738222 6.382188588351561)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5775,Plateaux,Akébou,Akébou 1,Gbendè,Kougnowou,USP Brounfou,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1976,USP 1,Public,MSHPAUS,"{Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (0.6737945472595182 7.735279156135325)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5776,Savanes,Cinkassé,Cinkassé 1,Boadé,Cinkansse/boade,USP Boade,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1978,USP 1,Public,Nsp,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (-0.0779810833333338 11.115824133333337)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5777,Plateaux,Ogou,Ogou 1,Djama,Ogou,USP Bocco,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1979,USP 1,Public,MSHPAUS,"{Traitement antiretroviral (VIH-SIDA),Stockage medicaments vaccins produits contraceptifs,Soins obstetricaux neonatals d urgence de base,Soins obstetricaux et neonatals d urgence complets,Services de vaccination de l enfant,Services de soins curatifs de l enfant,Services de sante destines aux adolescents,Prevention de la transmission mere-enfant VIH,Services de planification familiale,Services de CPC,Services de consultations prenatales,Services d accouchement,Services de conseil et de depistage du VIH,autre}",POINT (1.2122737319814934 7.586303043577272)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5778,Centrale,Sotouboua,Sotouboua 3,Bodjondè,Sotouboua/ bodjonde,USP Bodjonde,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2007,USP 1,Public,MSHPAUS,"{Chirurgie generale,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Traitement antiretroviral (VIH-SIDA),autre}",POINT (1.0363498380193767 8.429783134804946)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5779,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Kpele/novive,USP Bodze,S/C BP 35 Adeta,"{Dimanche,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2000,USP 1,Public,MSHPAUS,"{Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Services d accouchement,Services de consultations prenatales,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (0.9123901042079072 7.085948318102175)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_577a,Maritime,Vo,Vo 1,Vo-Koutimé,Usp boko,USP Boko,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2018,USP 1,Public/Communautaire,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,autre}",POINT (1.5856166321415308 6.334303544250827)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_577b,Kara,Doufelgou,Doufelgou 1,Niamtougou,Doufelgou /niamtougou,USP Bontigah,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1999,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,autre,Traitement antiretroviral (VIH-SIDA)}",POINT (1.1015532887688257 9.767063568094999)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_577c,Plateaux,Haho,Haho 4,Kpegnon (Haito),Haho,USP Haito,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2004,USP 1,Public,MSHPAUS,"{Services de vaccination de l enfant,Services d accouchement,Services de planification familiale,Diagnostic ou traitement du paludisme}",POINT (0.9592593300098505 7.2184894251067)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_577d,Savanes,Kpendjal,Kpendjal 2,Borgou,Kpendjal/borgou,USP Borgou,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1965,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (0.5684965276434018 10.756558324619407)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_577e,Plateaux,Amou,Amou 3,Avédjè,Amou3,USP Wakpa,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Nsp,USP 1,Public,MSHPAUS,"{Chirurgie generale,Service d urgence,Services d accouchement,Services de planification familiale,Services de vaccination de l enfant,Service d hygiene et d assainissement,Gyneco-obstetrique,Diagnostic ou traitement du paludisme,Traitement antiretroviral (VIH-SIDA)}",POINT (1.0850408815372754 7.440976103768232)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_577f,Kara,Binah,Binah 1,Boufalé,Binah,USP Boufale,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",1948,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,autre}",POINT (1.3333719063845078 9.861063488947583)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5780,Kara,Bassar,Bassar 1,Bassar,Bassar,USP Bougabou,S/C BP 62,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2012,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Traitement antiretroviral (VIH-SIDA),autre}",POINT (0.8562119666257026 9.204856390406665)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5781,Savanes,Tône,Tône 1,Natigou,Tone,USP Bougou,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1976,USP 1,Public,Nsp,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,autre}",POINT (0.2582905710916929 10.989804264466557)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5782,Kara,Assoli,Assoli 1,Bouladè,Assoli/boulade,USP Boulade,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1998,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de vaccination de l enfant,Services de soins et d appui en matiere de VIH/SIDA}",POINT (1.220551352836754 9.421642933785403)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5783,Kara,Assoli,Assoli 1,Dako (Daoude),Assoli,USP Dacko,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,USP 1,Public,MSHPAUS,"{autre,Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de vaccination de l enfant,Traitement antiretroviral (VIH-SIDA)}",POINT (1.0589839772257887 9.323942306057836)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5784,Centrale,Mô,Mô 1,Boulohou,Mo,USP Boulohou,Nsp,"{Lundi,Mercredi,Mardi,Jeudi,Vendredi,Samedi,Dimanche}",1982,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (0.6696202850886122 8.769343063919097)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5785,Centrale,Tchaoudjo,Tchaoudjo 4,Kpassaouade,Tchaoudjo 4 /koma,USP Bowounda,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1990,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service d imagerie medicale,Service de reeducation fonctionnelle,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (1.2471917929064409 9.035094708701656)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5786,Kara,Bassar,Bassar 2,Bangeli,Bassar,USP Byakpabe,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",1997,USP 2,Public,MSHPAUS,"{autre,Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (0.5991241665639848 9.418007016509073)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5787,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Sotouboua,USP Centrale,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2004,USP 1,Public,MSHPAUS,"{Diagnostic ou traitement du paludisme,Diagnostic-prise en charge integree maladies non transmissibles,Service d hygiene et d assainissement,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (0.9882305584061237 8.562287432433708)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5788,Centrale,Tchamba,Tchamba 1,Larini,Tchamba,USP Dagma,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2004,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.4177710136322736 9.048311156545678)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5789,Plateaux,Haho,Haho 1,Dalia,Haho 1,USP Dalia,Nsp,"{Dimanche,Samedi,Vendredi,Mercredi,Mardi,Lundi,Jeudi}",Nsp,USP 1,Public,MSHPAUS,"{Traitement antiretroviral (VIH-SIDA),Stockage medicaments vaccins produits contraceptifs,Services de vaccination de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de soins curatifs de l enfant,Services de sante destines aux adolescents,Services de CPC,Services de consultations prenatales,Services d accouchement,autre}",POINT (1.2145353648991202 6.836501863911442)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_578a,Plateaux,Danyi,Danyi 1,Danyi-Kakpa,Danyi/kakpa,USP Danyi Kudzraga,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1995,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,autre,Traitement antiretroviral (VIH-SIDA)}",POINT (0.6272681920733997 7.148779202341752)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_578b,Plateaux,Ogou,Ogou 2,Datcha,Ogou,USP Datcha,Nsp,"{Lundi,Mercredi,Mardi,Jeudi,Vendredi,Samedi,Dimanche}",2005,USP 1,Public,MSHPAUS,"{Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Service d hygiene et d assainissement}",POINT (1.161755237977782 7.434427549214279)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_578c,Maritime,Zio,Zio 3,Gamé-Sèva,Zio/grand_game,USP Davie Game-Seva,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1948,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service d urgence,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Soins obstetricaux et neonatals d urgence complets,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.172955 6.731273333333333)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_578d,Plateaux,Kloto,Kloto 3,Kouma,Kloto /kuma,USP Kuma Apoti,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1981,USP 1,Public,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services d accouchement,Services de consultations prenatales,Services de CPC,Services de planification familiale,Services de conseil et de depistage du VIH,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Traitement antiretroviral (VIH-SIDA),autre}",POINT (0.561448011141449 6.983754815497312)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_578e,Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,Tandjouare/doukpelou,USP Djaringue,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2014,USP 1,Public,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs}",POINT (0.0339883532223781 10.619265758234457)
