FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,nom_fs,etab_adr,ouverture_jour,annee,etablissement_type,secteur,ministere_tutelle,services_proposes,geometry
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56a6,Savanes,Cinkassé,Cinkassé 2,Timbou,Timbou,CMS Timbou,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1958,USP 2,Public,MSHPAUS,"{Chirurgie generale,Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC}",POINT (0.1152983244774349 11.033076111501858)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56a7,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,Agoe-nyve,CMS Togblecope,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1977,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic ou traitement du paludisme,Diagnostic-prise en charge integree maladies non transmissibles,Traitement ou suivi therapeutique de la tuberculose,Service d hygiene et d assainissement,Service d urgence,Service de reeducation fonctionnelle,Service de transfusion sanguine,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (1.2100887417993844 6.276470607939712)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56a8,Maritime,Golfe,Golfe 3,Bè-Ouest,Golfe,CMS Tokoin Elavagnon,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1985,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (1.2258649999999998 6.14744)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56a9,Maritime,Golfe,Golfe 4,Amoutivé,Amoutive,CMS Utb Circulaire,07 BP 12420,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2006,USP 2,Public,MSHPAUS,"{Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service d imagerie medicale,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base}",POINT (1.2112555859665488 6.126539996606187)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56aa,Plateaux,Haho,Haho 4,Wahala,Haho,CMS Wahala,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",1946,USP 2,Public,MSHPAUS,"{Services de laboratoire,Services de vaccination de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de soins curatifs de l enfant,Services de sante destines aux adolescents,Prevention de la transmission mere-enfant VIH,Services de planification familiale,Services de consultations prenatales,Services de conseil et de depistage du VIH,Services d accouchement,Service d hygiene et d assainissement,Diagnostic ou traitement du paludisme,Diagnostic-prise en charge integree maladies non transmissibles,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou demande d examen de crachats,Traitement antiretroviral (VIH-SIDA),Stockage medicaments vaccins produits contraceptifs,Soins obstetricaux neonatals d urgence de base}",POINT (1.165789567704374 7.1759470634876275)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56ab,Kara,Kozah,Kozah 2,Yadè,Kozah,CMS Yade Bohou,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1977,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service d urgence,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.1565863431912558 9.60585893870991)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56ac,Kara,Kozah,Kozah 1,Commune De Kara,Kozah,Crao Kara,BP134,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",1978,USP 1,Public,MSHPAUS,{autre},POINT (1.1829890617503385 9.557509105413578)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56ad,Maritime,Golfe,Golfe 3,Bè-Ouest,Golf 4,Cropesdi,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,USP 1,Public,MASPFA,{Traitement},POINT (1.2054636798379548 6.156414167909035)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56ae,Plateaux,Ogou,Ogou 1,Gnagna,Ogou,Infirmerie Gendarmerie,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Infirmerie,Public,MSHPAUS,{autre},POINT (1.1318696858633621 7.5284622245434285)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56af,Plateaux,Moyen-Mono,Moyen-Mono 1,Tado,Moyen-mono,Dispansaire de Tado,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2006,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Traitement antiretroviral (VIH-SIDA)}",POINT (1.595376324832484 7.144316368345)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56b0,Kara,Kéran,Kéran 1,Kantè,Keran,Dispensaire Atekante,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs}",POINT (1.0459307631989696 9.961072796633674)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56b1,Plateaux,Akébou,Akébou 2,Sérégbénè,Akebou,Dispensaire Dagnigan,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2008,USP 1,Public,MSHPAUS,"{Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant}",POINT (0.7567837794394686 7.808000339588158)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56b2,Plateaux,Moyen-Mono,Moyen-Mono 2,Katomé,Moyen mono,Dispensaire de Katome,Nsp,"{Lundi,Mardi,Jeudi,Mercredi,Vendredi,Samedi,Dimanche}",2001,USP 1,Public,MSHPAUS,"{Services d accouchement,Services de vaccination de l enfant,autre,Diagnostic ou traitement du paludisme}",POINT (1.6198774597593035 7.379226058615935)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56b3,Plateaux,Amou,Amou 3,Gamé,Amou 3,Dispensaire de Sevia,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2003,USP 1,Public,MSHPAUS,"{Gyneco-obstetrique,Diagnostic ou traitement du paludisme,Services d accouchement}",POINT (1.0955809537900145 7.725711868358536)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56b4,Plateaux,Kloto,Kloto 1,Tové,Kloto/tove,Infirmerie Infa de Tove,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Nsp,Infirmerie,Public,MSHPAUS,{autre},POINT (0.64654685545321 6.881398811397275)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56b5,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Est mono,Dispensaire Modokoute,Bp 16 Elavagnon,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Dimanche}",1996,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant}",POINT (1.5506335674877993 8.246643352714901)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56b6,Maritime,Golfe,Golfe 3,Bè-Ouest,Golfe,Division Medico Psycho-Sociale universite Lome,S/C 1515 Lome,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Nsp,USP 1,Public,MSHPAUS,"{Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services de conseil et de depistage du VIH,Services de laboratoire,autre}",POINT (1.2172983564848148 6.168867878511603)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56b7,Maritime,Zio,Zio 2,Wli,Zio/wli,Dispensaire St Savin,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1991,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Traitement antiretroviral (VIH-SIDA)}",POINT (1.1629097720238548 6.409294820037215)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56b8,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Tambonga,Kpedjale ouest /tamboaga,Dispensaire Tamboaga,S/C BP 202,Nsp,2006,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (0.4347556110275241 10.94977612339175)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56b9,Maritime,Golfe,Golfe 4,Amoutivé,Golfe 4,Infirmerie Infpp,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Nsp,Infirmerie,Para Public,MSHPAUS,{Diagnostic ou traitement du paludisme},POINT (1.2174770547026836 6.1331083507343935)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56ba,Plateaux,Agou,Agou 1,Gadja,Agou,Dispensaire Zozokondji,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2004,USP 1,Public,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs}",POINT (0.8572970200900456 6.816875385995026)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56bb,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Golfe,Infirmerie du Lycée Moderne d'Adogome 1,Nsp,Nsp,Nsp,USP 1,Public,Nsp,{Traitement},POINT (1.1590551393269068 6.187040018675986)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56bc,Plateaux,Ogou,Ogou 1,Gnagna,Ogou,Lept Atakpame,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2012,Infirmerie,Public,MSHPAUS,{autre},POINT (1.1396205530396881 7.523755999784813)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56bd,Savanes,Tône,Tône 1,Dapaong,Tone1/dapaong,Infirmerie Creftep DapaONG,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Infirmerie,Public,MSHPAUS,{Diagnostic ou traitement du paludisme},POINT (0.1965484331666832 10.839832699576425)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56be,Maritime,Golfe,Golfe 1,Bè-Est,Golf,Infirmerie Base Marine de Lome,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,USP 1,Public,MINARM,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Service d urgence,Services de conseil et de depistage du VIH,Services de laboratoire,Services de sante destines aux adolescents}",POINT (1.2798983333333336 6.140501666666667)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56bf,Maritime,Golfe,Golfe 1,Bè-Est,Golfe 1,Hopital de Be,06 BP 61172 lome,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1964,Hopital 2,Public,MSHPAUS,"{Chirurgie generale,Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service d imagerie medicale,Service de reeducation fonctionnelle,Service de transfusion sanguine,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (1.2464061179169392 6.140647260921617)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_56c0,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Namoundjoga,Kpendjal ouest/namoundjoga,Hopital Niveau 1 de L Operation Koundjoare,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2016,USP 1,Public,MINARM,"{Chirurgie generale,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d urgence,Services de soins et d appui en matiere de VIH/SIDA}",POINT (0.3916070826857421 10.894634559444734)
